,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년 학생 수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생 _수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분)
0,스타팰리스,167㎡,서울시 성북구 성북동1가,1129010200,115-5,서울시 성북구 성북로9길 11,37.590689,127.003155,18,0,7,5,239,44,45,(주)클레버종합건설,HT001,167.55,151.18,90,4,2,1,계단식,272700,644130,54540,316890,0,0,0,,,,,,,,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,13.0
1,스타팰리스,198㎡,서울시 성북구 성북동1가,1129010200,115-5,서울시 성북구 성북로9길 11,37.590689,127.003155,18,0,7,5,239,44,45,(주)클레버종합건설,HT001,198.22,178.85,90,4,2,9,계단식,346500,784350,69300,368550,0,0,0,,,,,24억,,17억,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,13.0
2,스타팰리스,200㎡,서울시 성북구 성북동1가,1129010200,115-5,서울시 성북구 성북로9길 11,37.590689,127.003155,18,0,7,5,239,44,45,(주)클레버종합건설,HT001,200.96,181.31,90,4,2,1,계단식,351900,794610,70380,372330,0,0,0,,,,,23억,,,,10억/350,,10억/350,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,13.0
3,스타팰리스,204㎡,서울시 성북구 성북동1가,1129010200,115-5,서울시 성북구 성북로9길 11,37.590689,127.003155,18,0,7,5,239,44,45,(주)클레버종합건설,HT001,204.09,184.15,90,4,2,4,계단식,367200,823680,73440,383040,0,0,0,,,,,,,15억,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,13.0
4,스타팰리스,220㎡,서울시 성북구 성북동1가,1129010200,115-5,서울시 성북구 성북로9길 11,37.590689,127.003155,18,0,7,5,239,44,45,(주)클레버종합건설,HT001,220.35,198.81,90,4,2,1,계단식,391500,869850,78300,400050,0,0,0,,,,,,,,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,13.0
5,스타팰리스,230㎡,서울시 성북구 성북동1가,1129010200,115-5,서울시 성북구 성북로9길 11,37.590689,127.003155,18,0,7,5,239,44,45,(주)클레버종합건설,HT001,230.88,208.32,90,5,3,1,계단식,439425,955080,87885,427770,0,0,0,,,,,,,,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,13.0
6,스타팰리스,262,서울시 성북구 성북동1가,1129010200,115-5,서울시 성북구 성북로9길 11,37.590689,127.003155,18,0,7,5,239,44,45,(주)클레버종합건설,HT001,262.16,236.53,90,5,3,1,계단식,631575,1262520,126315,504630,0,0,0,,,,,,,,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,13.0
0,휴아름스튜디오(도시형),20A㎡,서울시 성북구 성북동1가,1129010200,35-22,서울시 성북구 창경궁로 323,37.588456,127.005439,42,0,14,14,683,58,14,형인산업개발(주),HT001,20.63,13.28,64,1,1,14,복도식,,,,,,,,,,,,,,,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,16.0
1,휴아름스튜디오(도시형),21B㎡,서울시 성북구 성북동1가,1129010200,35-22,서울시 성북구 창경궁로 323,37.588456,127.005439,42,0,14,14,683,58,14,형인산업개발(주),HT001,21.1,13.57,64,1,1,14,복도식,,,,,,,,,,,,,,,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,16.0
2,휴아름스튜디오(도시형),25A㎡,서울시 성북구 성북동1가,1129010200,35-22,서울시 성북구 창경궁로 323,37.588456,127.005439,42,0,14,14,683,58,14,형인산업개발(주),HT001,25.3,16.27,64,1,1,7,복도식,,,,,,,,,,,,,,,,,,,,,,,서울성북초등학교,B100002303,서울특별시 성북구 성북동 66-1,공립,단설,19460901,서울특별시교육청,http://sungbuk.sen.es.kr,20230531,15.2,13.7,100.0,105.0,20230531,4.0,20.0,2.0,2.0,2.0,2.0,3.0,2.0,30.0,26.0,31.0,31.0,44.0,37.0,2.0,6.0,13.0,205.0,2.0,3.0,0.0,0.0,20230531,7.0,67.0,0.0,0.0,20230531,직영,3550.0,331.0,270047000.0,37.59365592,126.99827889,1129010100,서울시,19.8,17.4,성북구,20.2,18.2,16.0
