,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년 학생 수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생 _수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분)
0,고덕그라시움,82A㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,82.55,59.78,72,3,2,1331,계단식,1213200,2100960,242640,645120,0,0,0,,280719,230738,"11억 4,000","14억 5,000","5억 8,000","7억 5,000",1억/200,5억/40,1억/200,5억/40,,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
1,고덕그라시움,82C㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,82.4,59.02,72,3,2,275,계단식,1213200,2100960,242640,645120,0,0,0,,277165,227816,"12억 2,000","14억 5,000",6억,"6억 8,000","5,000/240","4억 5,000/100","5,000/240","4억 5,000/100",,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
2,고덕그라시움,82D㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,82.36,59.05,72,3,2,162,계단식,1193400,2070270,238680,638190,0,0,0,,277277,227909,"12억 4,000","13억 5,000",6억,"6억 5,000",,"5,000/240",,"5,000/240",,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
3,고덕그라시움,82B㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,82.59,59.5,72,3,2,56,계단식,1170000,2034000,234000,630000,0,0,0,,279419,229669,,,6억,"6억 5,000",,,,,,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
4,고덕그라시움,100A㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,100.95,73.87,73,3,2,513,계단식,1440000,2452500,288000,724500,151200,126000,25200,,346869,285110,13억,"15억 5,000",7억,"7억 7,000",3억/170,5억/100,3억/170,5억/100,,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
5,고덕그라시움,101B㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,101.76,73.56,72,3,2,249,계단식,1440000,2452500,288000,724500,151200,126000,25200,,345427,283925,14억,"14억 5,000",7억,"7억 5,000",,,,,,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
6,고덕그라시움,114A㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,114.66,84.24,73,3,2,955,계단식,1827000,3052350,365400,859950,801360,667800,133560,,395566,325136,15억,19억,"7억 5,000",9억,1억/270,6억/80,1억/270,6억/80,,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
7,고덕그라시움,115D㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,115.63,84.24,73,3,2,451,계단식,1827000,3052350,365400,859950,801360,667800,133560,,395547,325121,"15억 5,000","17억 5,000","7억 5,000",10억,1억/280,5억/140,1억/280,5억/140,,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
8,고덕그라시움,115C㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,115.67,84.04,73,3,2,381,계단식,1827000,3052350,365400,859950,801360,667800,133560,,394636,324372,16억,19억,"7억 5,000","9억 5,000",5억/120,"5억 5,000/100",5억/120,"5억 5,000/100",,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
9,고덕그라시움,115B㎡,서울시 강동구 고덕동,1174010200,693,서울시 강동구 고덕로 333,37.557472,127.162199,4932,140,35,9,249,20,7167,"(주)대우건설,현대건설(주),에스케이건설(주)",HT005,115.16,84.3,73,3,2,49,계단식,1677600,2820780,335520,807660,550368,458640,91728,,395829,325353,15억,"16억 5,000","7억 5,000","8억 5,000",,,,,,,,,서울강덕초등학교,B100000901,서울특별시 강동구 고덕동 방죽말길 167-1,공립,단설,19861217,서울특별시교육청,http://gangdeok.sen.es.kr,20230531,0.0,23.7,619.0,544.0,20230531,10.0,65.0,8.0,8.0,8.0,9.0,8.0,7.0,177.0,188.0,214.0,221.0,197.0,162.0,1.0,4.0,48.0,1163.0,1.0,5.0,0.0,0.0,20230531,12.0,183.0,0.0,0.0,20230531,직영,0.0,1163.0,1130078000.0,37.55924704,127.16104249,1174010200,서울시,19.8,17.4,강동구,21.0,15.9,3.0
