,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2_x,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,full_address_road,building_name,road_name_x,main_building_no,sub_building_no,postcode,latitude,longitude,apartment_name,building_m2_y,construction_year,contract_price,contract_year,contract_month,contract_date,contract_type,contract_date_full,date_difference
0,2022-108221(1),아파트,2023-08-10,64,매각,2,1,640,755,76,7,11.41,3.45,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/108221/54216_AUTO_263.jpg,서울 중구 황학동 2545,1114016500,1114067000,서울,중구,황학동,2545,,102동,27.0,2702,서울 중구 청계천로 400,롯데캐슬베네치아,청계천로,400,,04572,37.5709782271712,127.021433711217,롯데캐슬,59.94,2008.0,84,2020,12,14,,2020-12-14,969 days
1,2023-100156(1),아파트,2023-08-10,80,매각,1,901,720,871,97,11,28.73,8.69,59.97,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100156/212086.jpg,서울 중구 신당동 843,1114016200,1114064500,서울,중구,신당동,843,,106동,7.0,704,서울 중구 청구로1길 23,신당동삼성아파트,청구로1길,23,,04588,37.5581689025054,127.017895622274,삼성,59.97,1999.0,86,2023,6,6,중개거래,2023-06-06,65 days
2,2023-100156(1),아파트,2023-08-10,80,매각,1,901,720,871,97,11,28.73,8.69,59.97,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100156/212086.jpg,서울 중구 신당동 843,1114016200,1114064500,서울,중구,신당동,843,,106동,7.0,704,서울 중구 청구로1길 23,신당동삼성아파트,청구로1길,23,,04588,37.5581689025054,127.017895622274,삼성,59.98,1999.0,90,2023,7,31,중개거래,2023-07-31,10 days
3,2023-100156(1),아파트,2023-08-10,80,매각,1,901,720,871,97,11,28.73,8.69,59.97,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100156/212086.jpg,서울 중구 신당동 843,1114016200,1114064500,서울,중구,신당동,843,,106동,7.0,704,서울 중구 청구로1길 23,신당동삼성아파트,청구로1길,23,,04588,37.5581689025054,127.017895622274,삼성,59.98,1999.0,92,2020,11,21,,2020-11-21,992 days
4,2023-101180(1),아파트,2023-08-09,80,매각,2,949,759,805,85,6,45.884,13.88,84.51,25.56,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101180/182423.jpg,서울 관악구 남현동 1135,1162010300,1162063000,서울,관악구,남현동,1135,,103동,1.0,101,서울 관악구 남현길 91,우림루미아트아파트,남현길,91,,08809,37.4726335294843,126.97545516271,우림루미아트,84.51,2004.0,102,2021,9,28,,2021-09-28,680 days
5,2023-101180(1),아파트,2023-08-09,80,매각,2,949,759,805,85,6,45.884,13.88,84.51,25.56,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101180/182423.jpg,서울 관악구 남현동 1135,1162010300,1162063000,서울,관악구,남현동,1135,,103동,1.0,101,서울 관악구 남현길 91,우림루미아트아파트,남현길,91,,08809,37.4726335294843,126.97545516271,우림루미아트,84.51,2004.0,97,2022,7,16,중개거래,2022-07-16,389 days
6,2023-101180(1),아파트,2023-08-09,80,매각,2,949,759,805,85,6,45.884,13.88,84.51,25.56,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101180/182423.jpg,서울 관악구 남현동 1135,1162010300,1162063000,서울,관악구,남현동,1135,,103동,1.0,101,서울 관악구 남현길 91,우림루미아트아파트,남현길,91,,08809,37.4726335294843,126.97545516271,우림루미아트,84.51,2004.0,81,2020,10,26,,2020-10-26,1017 days
7,2022-121558(1),아파트,2023-08-09,80,매각,1,1,840,893,85,2,39.81,12.04,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/121558/11205_AUTO_17.jpg,서울 영등포구 신길동 769-1,1156013200,1156069000,서울,영등포구,신길동,769,1,101동,6.0,604,서울 영등포구 가마산로 575,한성아파트,가마산로,575,,07360,37.5046770229472,126.919326677841,한성,59.87,1997.0,76,2020,8,8,,2020-08-08,1096 days
8,2022-121558(1),아파트,2023-08-09,80,매각,1,1,840,893,85,2,39.81,12.04,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/121558/11205_AUTO_17.jpg,서울 영등포구 신길동 769-1,1156013200,1156069000,서울,영등포구,신길동,769,1,101동,6.0,604,서울 영등포구 가마산로 575,한성아파트,가마산로,575,,07360,37.5046770229472,126.919326677841,한성,59.87,1997.0,78,2020,11,10,,2020-11-10,1002 days
9,2021-102239(1),아파트,2022-01-26,80,배당종결,1,351,280,308,88,4,15.47,4.68,33.04,9.99,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/102239/162921.jpg,서울 영등포구 신길동 769-1,1156013200,1156069000,서울,영등포구,신길동,769,1,101동,6.0,604,서울 영등포구 가마산로 575,한성아파트,가마산로,575,,07360,37.5046770229472,126.919326677841,한성,59.87,1997.0,76,2020,8,8,,2020-08-08,536 days
10,2021-102239(1),아파트,2022-01-26,80,배당종결,1,351,280,308,88,4,15.47,4.68,33.04,9.99,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/102239/162921.jpg,서울 영등포구 신길동 769-1,1156013200,1156069000,서울,영등포구,신길동,769,1,101동,6.0,604,서울 영등포구 가마산로 575,한성아파트,가마산로,575,,07360,37.5046770229472,126.919326677841,한성,59.87,1997.0,78,2020,11,10,,2020-11-10,442 days
11,2022-4176(1),아파트,2023-08-08,64,매각,2,998,638,733,73,4,39.66,12.0,114.653,34.68,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/4176/01564_AUTO_3.jpg,서울 동작구 상도동 445,1159010200,1159056000,서울,동작구,상도동,445,,102동,5.0,502,서울 동작구 양녕로23길 9,경향렉스빌,양녕로23길,9,,07049,37.4952970416671,126.941935290017,경향렉스빌,61.5494,2002.0,69,2021,6,12,,2021-06-12,787 days
12,2022-107860(1),아파트,2023-08-08,64,매각,2,1,1,1,71,3,65.48,19.81,117.0,35.39,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107860/104688.jpg,서울 중구 신당동 851,1114016200,1114065000,서울,중구,신당동,851,,107동,12.0,1202,서울 중구 퇴계로90길 74,래미안신당하이베르아파트,퇴계로90길,74,,04582,37.5616192513453,127.022720407044,래미안하이베르,59.95,2011.0,90,2023,2,25,중개거래,2023-02-25,164 days
13,2022-107860(1),아파트,2023-08-08,64,매각,2,1,1,1,71,3,65.48,19.81,117.0,35.39,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107860/104688.jpg,서울 중구 신당동 851,1114016200,1114065000,서울,중구,신당동,851,,107동,12.0,1202,서울 중구 퇴계로90길 74,래미안신당하이베르아파트,퇴계로90길,74,,04582,37.5616192513453,127.022720407044,래미안하이베르,84.98,2011.0,137,2022,6,2,중개거래,2022-06-02,432 days
14,2022-107860(1),아파트,2023-08-08,64,매각,2,1,1,1,71,3,65.48,19.81,117.0,35.39,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107860/104688.jpg,서울 중구 신당동 851,1114016200,1114065000,서울,중구,신당동,851,,107동,12.0,1202,서울 중구 퇴계로90길 74,래미안신당하이베르아파트,퇴계로90길,74,,04582,37.5616192513453,127.022720407044,래미안하이베르,84.85,2011.0,125,2020,11,1,,2020-11-01,1010 days
15,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7.0,704,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786,래미안상도3차,84.96,2004.0,113,2023,1,6,직거래,2023-01-06,214 days
16,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7.0,704,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786,래미안상도3차,84.96,2004.0,110,2023,3,20,직거래,2023-03-20,141 days
17,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7.0,704,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786,래미안상도3차,84.96,2004.0,117,2023,7,24,중개거래,2023-07-24,15 days
18,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7.0,704,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786,래미안상도3차,84.96,2004.0,142,2021,12,11,중개거래,2021-12-11,605 days
19,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7.0,704,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786,래미안상도3차,134.98,2004.0,150,2020,8,10,,2020-08-10,1093 days
20,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7.0,704,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786,래미안상도3차,114.97,2004.0,152,2021,1,26,,2021-01-26,924 days
21,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7.0,704,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786,래미안상도3차,164.91,2004.0,180,2021,5,10,,2021-05-10,820 days
22,2023-101999(1),아파트,2023-08-08,80,매각,1,414,331,411,99,17,4.992,1.51,36.96,11.18,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101999/114799.jpg,서울 강남구 역삼동 720-25,1168010100,1168065000,서울,강남구,역삼동,720,25,,17.0,1708,서울 강남구 언주로 427,디오빌역삼,언주로,427,,06221,37.5014764820153,127.042690475293,대우디오빌,30.03,2002.0,33,2022,3,12,중개거래,2022-03-12,514 days
23,2023-101999(1),아파트,2023-08-08,80,매각,1,414,331,411,99,17,4.992,1.51,36.96,11.18,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101999/114799.jpg,서울 강남구 역삼동 720-25,1168010100,1168065000,서울,강남구,역삼동,720,25,,17.0,1708,서울 강남구 언주로 427,디오빌역삼,언주로,427,,06221,37.5014764820153,127.042690475293,대우디오빌,36.96,2002.0,45,2021,4,9,,2021-04-09,851 days
24,2023-101999(1),아파트,2023-08-08,80,매각,1,414,331,411,99,17,4.992,1.51,36.96,11.18,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101999/114799.jpg,서울 강남구 역삼동 720-25,1168010100,1168065000,서울,강남구,역삼동,720,25,,17.0,1708,서울 강남구 언주로 427,디오빌역삼,언주로,427,,06221,37.5014764820153,127.042690475293,대우디오빌,30.03,2002.0,32,2021,5,28,,2021-05-28,802 days
25,2022-1899(1),아파트,2023-08-08,64,매각,2,348,222,222,64,1,4.992,1.51,26.97,8.16,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/1899/313546.jpg,서울 은평구 진관동 140,1138011400,1138069000,서울,은평구,진관동,140,,412동,8.0,801,서울 은평구 연서로44길 7,은평뉴타운 폭포동,연서로44길,7,,03309,37.6297936071878,126.932075644383,폭포동4단지힐스테이트(408~422동)BL3-9,166.96,2010.0,135,2021,1,19,,2021-01-19,931 days
26,2022-55759(1),아파트,2023-08-08,64,매각,2,1,870,953,70,8,18.89,5.71,101.76,30.78,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55759/305218.jpg,서울 은평구 진관동 102,1138011400,1138069000,서울,은평구,진관동,102,,121동,10.0,1008,서울 은평구 진관1로 21-10,은평뉴타운 박석고개,진관1로,21,10,03311,37.6330388638858,126.922287528799,박석고개1단지힐스테이트(116~131동)BL2-1,134.84,2009.0,139,2021,1,9,,2021-01-09,941 days
27,2022-53096(1),아파트,2023-08-07,80,매각,1,952,761,768,81,1,34.84,10.54,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/53096/310354.jpg,서울 성동구 응봉동 98,1120010800,1120058000,서울,성동구,응봉동,98,,103동,1.0,103,서울 성동구 독서당로 377,금호현대아파트,독서당로,377,,04720,37.5510468773952,127.030954035723,금호현대,79.8,1990.0,95,2020,12,9,,2020-12-09,971 days
28,2022-53096(1),아파트,2023-08-07,80,매각,1,952,761,768,81,1,34.84,10.54,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/53096/310354.jpg,서울 성동구 응봉동 98,1120010800,1120058000,서울,성동구,응봉동,98,,103동,1.0,103,서울 성동구 독서당로 377,금호현대아파트,독서당로,377,,04720,37.5510468773952,127.030954035723,금호현대,59.91,1990.0,85,2021,3,6,,2021-03-06,884 days
29,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4.0,404,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719,답십리파크자이,59.91,2019.0,83,2023,3,8,중개거래,2023-03-08,147 days
30,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4.0,404,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719,답십리파크자이,59.91,2019.0,84,2023,5,5,중개거래,2023-05-05,89 days
31,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4.0,404,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719,답십리파크자이,49.54,2019.0,95,2021,9,11,,2021-09-11,690 days
32,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4.0,404,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719,답십리파크자이,59.91,2019.0,103,2020,10,14,,2020-10-14,1022 days
33,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4.0,404,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719,답십리파크자이,59.91,2019.0,101,2020,11,21,,2020-11-21,984 days
34,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4.0,404,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719,답십리파크자이,49.27,2019.0,97,2021,2,22,,2021-02-22,891 days
35,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4.0,404,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719,답십리파크자이,49.27,2019.0,97,2021,6,1,,2021-06-01,792 days
36,2022-57458(1),아파트,2023-08-01,80,매각,1,1,1,1,90,8,38.95,11.78,84.665,25.61,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/57458/49959_AUTO_71.jpg,서울 마포구 신수동 462,1144011100,1144063000,서울,마포구,신수동,462,,105동,5.0,504,서울 마포구 광성로 17,신촌숲아이파크,광성로,17,,04094,37.5511313387287,126.934179457938,신촌숲아이파크,84.901,2019.0,150,2023,2,16,중개거래,2023-02-16,166 days
37,2022-57458(1),아파트,2023-08-01,80,매각,1,1,1,1,90,8,38.95,11.78,84.665,25.61,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/57458/49959_AUTO_71.jpg,서울 마포구 신수동 462,1144011100,1144063000,서울,마포구,신수동,462,,105동,5.0,504,서울 마포구 광성로 17,신촌숲아이파크,광성로,17,,04094,37.5511313387287,126.934179457938,신촌숲아이파크,59.751,2019.0,130,2023,7,8,중개거래,2023-07-08,24 days
38,2023-107(1),아파트,2023-08-01,80,매각,1,1,1,1,80,1,29.04,8.78,126.3,38.21,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2023/107/147302.jpg,서울 마포구 신수동 462,1144011100,1144063000,서울,마포구,신수동,462,,105동,5.0,504,서울 마포구 광성로 17,신촌숲아이파크,광성로,17,,04094,37.5511313387287,126.934179457938,신촌숲아이파크,84.901,2019.0,150,2023,2,16,중개거래,2023-02-16,166 days
39,2023-107(1),아파트,2023-08-01,80,매각,1,1,1,1,80,1,29.04,8.78,126.3,38.21,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2023/107/147302.jpg,서울 마포구 신수동 462,1144011100,1144063000,서울,마포구,신수동,462,,105동,5.0,504,서울 마포구 광성로 17,신촌숲아이파크,광성로,17,,04094,37.5511313387287,126.934179457938,신촌숲아이파크,59.751,2019.0,130,2023,7,8,중개거래,2023-07-08,24 days
40,2022-105207(1),아파트,2023-08-01,64,매각,2,588,376,464,79,1,45.36,13.72,84.9696,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105207/126808.jpg,서울 도봉구 방학동 740,1132010600,1132071000,서울,도봉구,방학동,740,,103동,3.0,304,서울 도봉구 시루봉로 166,동양크레오아파트,시루봉로,166,,01359,37.6643336090575,127.030293219915,동양크레오아파트,84.9696,2004.0,58,2021,3,2,,2021-03-02,882 days
41,2022-105207(1),아파트,2023-08-01,64,매각,2,588,376,464,79,1,45.36,13.72,84.9696,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105207/126808.jpg,서울 도봉구 방학동 740,1132010600,1132071000,서울,도봉구,방학동,740,,103동,3.0,304,서울 도봉구 시루봉로 166,동양크레오아파트,시루봉로,166,,01359,37.6643336090575,127.030293219915,동양크레오아파트,84.9696,2004.0,43,2021,6,18,,2021-06-18,774 days
42,2022-3028(1),아파트,2023-07-26,64,매각,2,152,97,118,78,1,7.226,2.19,14.166,4.29,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3028/1239883.jpg,서울 동대문구 휘경동 365,1123010900,1123073000,서울,동대문구,휘경동,365,,106동,6.0,601,서울 동대문구 장안벚꽃로5길 10,휘경 동일하이빌,장안벚꽃로5길,10,,02513,37.5823446326166,127.073299760443,휘경동일하이빌,59.934,2005.0,69,2020,12,19,,2020-12-19,949 days
43,2022-3097(1),아파트,2023-07-26,64,매각,2,464,296,351,76,11,21.799,6.59,33.18,10.04,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3097/05423_AUTO_38.jpg,서울 노원구 월계동 320-11,1135010200,1135058000,서울,노원구,월계동,320,11,301동,12.0,1206,서울 노원구 월계로55길 15,월계사슴3단지아파트,월계로55길,15,,01865,37.6317295957652,127.059686274576,사슴3,39.6,1995.0,55,2021,8,19,,2021-08-19,706 days
44,2022-3097(1),아파트,2023-07-26,64,매각,2,464,296,351,76,11,21.799,6.59,33.18,10.04,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3097/05423_AUTO_38.jpg,서울 노원구 월계동 320-11,1135010200,1135058000,서울,노원구,월계동,320,11,301동,12.0,1206,서울 노원구 월계로55길 15,월계사슴3단지아파트,월계로55길,15,,01865,37.6317295957652,127.059686274576,사슴3,39.6,1995.0,56,2021,9,15,,2021-09-15,679 days
45,2022-105610(1),아파트,2023-07-26,2,매각,3,568,290,374,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,상계주공13단지아파트,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.55,1989.0,38,2022,9,27,중개거래,2022-09-27,302 days
46,2022-105610(1),아파트,2023-07-26,2,매각,3,568,290,374,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,상계주공13단지아파트,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.9,1989.0,59,2021,9,8,,2021-09-08,686 days
47,2022-105610(1),아파트,2023-07-26,2,매각,3,568,290,374,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,상계주공13단지아파트,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),58.01,1989.0,50,2020,11,26,,2020-11-26,972 days
48,2022-105610(1),아파트,2023-07-26,2,매각,3,568,290,374,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,상계주공13단지아파트,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.9,1989.0,41,2020,12,12,,2020-12-12,956 days
49,2022-105610(1),아파트,2023-07-26,2,매각,3,568,290,374,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,상계주공13단지아파트,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.55,1989.0,41,2021,2,3,,2021-02-03,903 days
50,2022-105610(1),아파트,2023-07-26,2,매각,3,568,290,374,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,상계주공13단지아파트,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),49.94,1989.0,63,2021,5,29,,2021-05-29,788 days
51,2023-101326(1),아파트,2023-07-25,100,매각,0,2,2,2,100,1,75.13,22.73,132.05,39.95,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101326/144245.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9.0,908,서울 강남구 영동대로 220,쌍용아파트,영동대로,220,,06285,37.4994725764941,127.070483284674,쌍용대치2,84.49,1983.0,225,2021,9,17,,2021-09-17,676 days
52,2023-101449(1),아파트,2023-07-25,80,매각,1,1,1,1,91,5,28.4,8.59,173.84,52.59,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101449/12392.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9.0,908,서울 강남구 영동대로 220,쌍용아파트,영동대로,220,,06285,37.4994725764941,127.070483284674,쌍용대치2,84.49,1983.0,225,2021,9,17,,2021-09-17,676 days
53,2023-102404(1),아파트,2023-07-25,80,매각,1,1,824,869,84,1,34.475,10.43,84.79,25.65,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/102404/56812_AUTO_24.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9.0,908,서울 강남구 영동대로 220,쌍용아파트,영동대로,220,,06285,37.4994725764941,127.070483284674,쌍용대치2,84.49,1983.0,225,2021,9,17,,2021-09-17,676 days
54,2022-2803(1),아파트,2023-07-25,64,매각,2,1,648,750,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼성래미안트리베라1차아파트,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,59.6,2010.0,91,2021,10,25,,2021-10-25,638 days
55,2022-2803(1),아파트,2023-07-25,64,매각,2,1,648,750,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼성래미안트리베라1차아파트,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,84.97,2010.0,104,2022,1,19,중개거래,2022-01-19,552 days
56,2022-2803(1),아파트,2023-07-25,64,매각,2,1,648,750,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼성래미안트리베라1차아파트,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,84.97,2010.0,87,2020,9,24,,2020-09-24,1034 days
57,2022-2803(1),아파트,2023-07-25,64,매각,2,1,648,750,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼성래미안트리베라1차아파트,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,84.97,2010.0,97,2021,5,4,,2021-05-04,812 days
