,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년 학생 수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생 _수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분),남교사 수,방과후_학생_수
7,AK패밀리(도시형),39C㎡,서울시 노원구 공릉동,1135010300,584-22,서울시 노원구 동일로178길 29-3,37.621526,127.076157,13,0,5,5,198,59,6,,HT001,39.17,31.08,79,2,1,2,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공릉초등학교,B100001736,서울특별시 노원구 공릉동 610 (공대천 1길),공립,단설,19790404,서울특별시교육청,http://gongrung.sen.es.kr,20230531,16.8,19.4,146.0,184.0,20230531,4.0,25.0,3.0,2.0,3.0,3.0,3.0,3.0,58.0,39.0,54.0,59.0,60.0,60.0,0.0,0.0,17.0,330.0,1.0,3.0,0.0,0.0,20230531,9.0,102.0,0.0,0.0,20230531,직영,3530.0,372.0,435815000.0,37.61908729,127.07431401,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,7.0,,
8,AK패밀리(도시형),68,서울시 노원구 공릉동,1135010300,584-22,서울시 노원구 동일로178길 29-3,37.621526,127.076157,13,0,5,5,198,59,6,,HT001,68.83,54.61,79,3,2,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공릉초등학교,B100001736,서울특별시 노원구 공릉동 610 (공대천 1길),공립,단설,19790404,서울특별시교육청,http://gongrung.sen.es.kr,20230531,16.8,19.4,146.0,184.0,20230531,4.0,25.0,3.0,2.0,3.0,3.0,3.0,3.0,58.0,39.0,54.0,59.0,60.0,60.0,0.0,0.0,17.0,330.0,1.0,3.0,0.0,0.0,20230531,9.0,102.0,0.0,0.0,20230531,직영,3530.0,372.0,435815000.0,37.61908729,127.07431401,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,7.0,,
0,건영,81㎡,서울시 노원구 공릉동,1135010300,404-3,서울시 노원구 동일로173가길 145,37.624358,127.071265,90,0,17,13,398,33,83,(주)건영,HT001,81.16,59.94,74,3,1,39,복도식,162000,433800,32400,239400,0,0,0,,,,"4억 7,000","5억 4,000",,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,5.0,,
1,건영,114㎡,서울시 노원구 공릉동,1135010300,404-3,서울시 노원구 동일로173가길 145,37.624358,127.071265,90,0,17,13,398,33,83,(주)건영,HT001,114.76,84.75,74,3,2,34,복도식,234000,570600,46800,289800,0,0,0,,,,,"7억 2,000",,"4억 2,000",,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,5.0,,
2,건영,143,서울시 노원구 공릉동,1135010300,404-3,서울시 노원구 동일로173가길 145,37.624358,127.071265,90,0,17,13,398,33,83,(주)건영,HT001,143.62,106.06,74,4,2,17,복도식,279900,657810,55980,321930,0,0,0,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,5.0,,
0,건영장미,84㎡,서울시 노원구 공릉동,1135010300,744,서울시 노원구 공릉로51길 14-17,37.629353,127.075123,215,0,21,7,363,33,219,건영(주),HT001,84.48,59.87,71,3,1,91,복도식,173700,456030,34740,247590,0,0,0,,176459,174934,"5억 1,000","5억 6,000","2억 8,000","3억 1,500",,3억/50,,3억/50,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,5.0,,
1,건영장미,109,서울시 노원구 공릉동,1135010300,744,서울시 노원구 공릉로51길 14-17,37.629353,127.075123,215,0,21,7,363,33,219,건영(주),HT001,109.43,84.88,78,3,2,124,계단식,274500,647550,54900,318150,0,0,0,,250173,248010,"7억 8,000","8억 2,000","4억 2,000","4억 3,000",,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,5.0,,
0,골든하우스2(도시형),18A㎡,서울시 노원구 공릉동,1135010300,362-38,서울시 노원구 동일로196길 21,37.628073,127.07329,12,0,6,5,209,48,4,(주)도은이앤씨,HT001,18.76,13.05,70,1,1,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
1,골든하우스2(도시형),20D㎡,서울시 노원구 공릉동,1135010300,362-38,서울시 노원구 동일로196길 21,37.628073,127.07329,12,0,6,5,209,48,4,(주)도은이앤씨,HT001,20.76,14.44,70,1,1,4,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
2,골든하우스2(도시형),20B㎡,서울시 노원구 공릉동,1135010300,362-38,서울시 노원구 동일로196길 21,37.628073,127.07329,12,0,6,5,209,48,4,(주)도은이앤씨,HT001,20.46,14.23,70,1,1,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
3,골든하우스2(도시형),20C㎡,서울시 노원구 공릉동,1135010300,362-38,서울시 노원구 동일로196길 21,37.628073,127.07329,12,0,6,5,209,48,4,(주)도은이앤씨,HT001,20.74,14.43,70,1,1,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
4,골든하우스2(도시형),21㎡,서울시 노원구 공릉동,1135010300,362-38,서울시 노원구 동일로196길 21,37.628073,127.07329,12,0,6,5,209,48,4,(주)도은이앤씨,HT001,21.92,15.25,70,1,1,3,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
5,골든하우스2(도시형),21E㎡,서울시 노원구 공릉동,1135010300,362-38,서울시 노원구 동일로196길 21,37.628073,127.07329,12,0,6,5,209,48,4,(주)도은이앤씨,HT001,21.39,14.88,70,1,1,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
6,골든하우스2(도시형),28,서울시 노원구 공릉동,1135010300,362-38,서울시 노원구 동일로196길 21,37.628073,127.07329,12,0,6,5,209,48,4,(주)도은이앤씨,HT001,28.39,19.75,70,1,1,1,계단식,,,,,,,,,,,,,,,,,,,,,,,서울공연초등학교,B100001737,서울특별시 노원구 공릉동 공릉 1길-8,공립,단설,19820707,서울특별시교육청,http://gongyeon.sen.es.kr,20230531,19.8,19.3,238.0,226.0,20230531,3.0,33.0,4.0,4.0,3.0,3.0,4.0,4.0,73.0,80.0,71.0,59.0,91.0,80.0,2.0,10.0,22.0,464.0,2.0,3.0,0.0,0.0,20230531,8.0,155.0,0.0,0.0,20230531,직영,3457.0,587.0,774553000.0,37.62703035,127.07438536,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
0,공릉2단지라이프,46㎡,서울시 노원구 공릉동,1135010300,707,서울시 노원구 동일로198가길 149,37.630595,127.06703,660,0,15,15,0,0,257,라이프주택개발(주),HT005,46.57,34.44,74,1,1,210,복도식,90150,276390,18030,168210,0,0,0,,162501,102657,"3억 2,500","3억 5,000","1억 7,000","2억 2,000",,"1,000/60",,"1,000/60",,,,,서울용원초등학교,B100001771,서울특별시 노원구 공릉동 709번지 (섬밭길 144),공립,단설,19950625,서울특별시교육청,http://yong1.sen.es.kr,20230531,17.3,19.4,293.0,290.0,20230531,10.0,33.0,5.0,4.0,4.0,5.0,5.0,5.0,94.0,76.0,88.0,108.0,113.0,95.0,2.0,9.0,28.0,583.0,3.0,3.0,0.0,0.0,20230531,4.0,49.0,0.0,0.0,20230531,일부위탁,3377.0,743.0,537969000.0,37.62929335,127.06890914,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,4.0,,
1,공릉2단지라이프,53㎡,서울시 노원구 공릉동,1135010300,707,서울시 노원구 동일로198가길 149,37.630595,127.06703,660,0,15,15,0,0,257,라이프주택개발(주),HT005,53.54,39.6,74,1,1,240,복도식,106350,318510,21270,190890,0,0,0,,186849,118037,"3억 7,000","4억 8,000","1억 6,000","2억 1,000","2,000/70",1억/40,"2,000/70",1억/40,,,,,서울용원초등학교,B100001771,서울특별시 노원구 공릉동 709번지 (섬밭길 144),공립,단설,19950625,서울특별시교육청,http://yong1.sen.es.kr,20230531,17.3,19.4,293.0,290.0,20230531,10.0,33.0,5.0,4.0,4.0,5.0,5.0,5.0,94.0,76.0,88.0,108.0,113.0,95.0,2.0,9.0,28.0,583.0,3.0,3.0,0.0,0.0,20230531,4.0,49.0,0.0,0.0,20230531,일부위탁,3377.0,743.0,537969000.0,37.62929335,127.06890914,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,4.0,,
2,공릉2단지라이프,66,서울시 노원구 공릉동,1135010300,707,서울시 노원구 동일로198가길 149,37.630595,127.06703,660,0,15,15,0,0,257,라이프주택개발(주),HT005,66.93,49.5,74,3,1,210,복도식,169200,447480,33840,244440,0,0,0,,233561,147547,"4억 5,000","5억 5,000","2억 4,000","2억 7,000","3,000/80",2억/30,"3,000/80",2억/30,,,,,서울용원초등학교,B100001771,서울특별시 노원구 공릉동 709번지 (섬밭길 144),공립,단설,19950625,서울특별시교육청,http://yong1.sen.es.kr,20230531,17.3,19.4,293.0,290.0,20230531,10.0,33.0,5.0,4.0,4.0,5.0,5.0,5.0,94.0,76.0,88.0,108.0,113.0,95.0,2.0,9.0,28.0,583.0,3.0,3.0,0.0,0.0,20230531,4.0,49.0,0.0,0.0,20230531,일부위탁,3377.0,743.0,537969000.0,37.62929335,127.06890914,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,4.0,,
0,공릉3단지라이프,44㎡,서울시 노원구 공릉동,1135010300,715,서울시 노원구 섬밭로 123,37.62731,127.068611,840,0,15,15,201,20,272,라이프주택개발(주),HT005,44.84,34.44,77,1,1,255,복도식,91050,278730,18210,169470,0,0,0,,167524,99521,"3억 2,500",4억,"1억 6,000","1억 9,000","1,000/55","1억 6,000/5","1,000/55","1억 6,000/5",,,,,서울용원초등학교,B100001771,서울특별시 노원구 공릉동 709번지 (섬밭길 144),공립,단설,19950625,서울특별시교육청,http://yong1.sen.es.kr,20230531,17.3,19.4,293.0,290.0,20230531,10.0,33.0,5.0,4.0,4.0,5.0,5.0,5.0,94.0,76.0,88.0,108.0,113.0,95.0,2.0,9.0,28.0,583.0,3.0,3.0,0.0,0.0,20230531,4.0,49.0,0.0,0.0,20230531,일부위탁,3377.0,743.0,537969000.0,37.62929335,127.06890914,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
1,공릉3단지라이프,51㎡,서울시 노원구 공릉동,1135010300,715,서울시 노원구 섬밭로 123,37.62731,127.068611,840,0,15,15,201,20,272,라이프주택개발(주),HT005,51.55,39.6,77,1,1,360,복도식,109050,325530,21810,194670,0,0,0,,192624,114432,"3억 5,000",4억 500,"1억 8,000","2억 4,000","1,000/70","1,500/70","1,000/70","1,500/70",,,,,서울용원초등학교,B100001771,서울특별시 노원구 공릉동 709번지 (섬밭길 144),공립,단설,19950625,서울특별시교육청,http://yong1.sen.es.kr,20230531,17.3,19.4,293.0,290.0,20230531,10.0,33.0,5.0,4.0,4.0,5.0,5.0,5.0,94.0,76.0,88.0,108.0,113.0,95.0,2.0,9.0,28.0,583.0,3.0,3.0,0.0,0.0,20230531,4.0,49.0,0.0,0.0,20230531,일부위탁,3377.0,743.0,537969000.0,37.62929335,127.06890914,1135010300,서울시,19.8,17.4,노원구,18.9,17.3,3.0,,
