,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년 학생 수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생 _수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분)
0,로얄파크뷰(주상복합),17㎡,서울시 종로구 연지동,1111016000,238-5,서울시 종로구 대학로1길 34-12,37.572548,127.000375,16,0,10,10,495,59,10,주식회사가인종합건설,HT001,17.75,15.09,85,1,1,2,계단식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,5.0
1,로얄파크뷰(주상복합),18㎡,서울시 종로구 연지동,1111016000,238-5,서울시 종로구 대학로1길 34-12,37.572548,127.000375,16,0,10,10,495,59,10,주식회사가인종합건설,HT001,18.46,15.69,85,1,1,4,계단식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,5.0
2,로얄파크뷰(주상복합),31㎡,서울시 종로구 연지동,1111016000,238-5,서울시 종로구 대학로1길 34-12,37.572548,127.000375,16,0,10,10,495,59,10,주식회사가인종합건설,HT001,31.2,26.52,85,1,1,2,계단식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,5.0
3,로얄파크뷰(주상복합),32D㎡,서울시 종로구 연지동,1111016000,238-5,서울시 종로구 대학로1길 34-12,37.572548,127.000375,16,0,10,10,495,59,10,주식회사가인종합건설,HT001,32.54,27.66,85,1,1,2,계단식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,5.0
4,로얄파크뷰(주상복합),33A㎡,서울시 종로구 연지동,1111016000,238-5,서울시 종로구 대학로1길 34-12,37.572548,127.000375,16,0,10,10,495,59,10,주식회사가인종합건설,HT001,33.15,28.18,85,1,1,2,계단식,,,,,,,,,,,,,,"2억 7,800",,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,5.0
5,로얄파크뷰(주상복합),33B㎡,서울시 종로구 연지동,1111016000,238-5,서울시 종로구 대학로1길 34-12,37.572548,127.000375,16,0,10,10,495,59,10,주식회사가인종합건설,HT001,33.17,28.19,85,1,1,2,계단식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,5.0
6,로얄파크뷰(주상복합),33C,서울시 종로구 연지동,1111016000,238-5,서울시 종로구 대학로1길 34-12,37.572548,127.000375,16,0,10,10,495,59,10,주식회사가인종합건설,HT001,33.62,28.58,85,1,1,2,계단식,,,,,,,,,,,,,,"2억 7,800",,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,5.0
0,아르젠종로(도시형),18B㎡,서울시 종로구 연지동,1111016000,163-3,서울시 종로구 종로31길 54,37.573234,126.998713,27,0,14,10,578,59,14,석장건설주식회사,HT001,18.51,13.35,72,1,1,4,복도식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,6.0
1,아르젠종로(도시형),18A㎡,서울시 종로구 연지동,1111016000,163-3,서울시 종로구 종로31길 54,37.573234,126.998713,27,0,14,10,578,59,14,석장건설주식회사,HT001,18.4,13.27,72,1,1,1,복도식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,6.0
2,아르젠종로(도시형),19D㎡,서울시 종로구 연지동,1111016000,163-3,서울시 종로구 종로31길 54,37.573234,126.998713,27,0,14,10,578,59,14,석장건설주식회사,HT001,19.7,14.21,72,1,1,3,복도식,,,,,,,,,,,,,,,,,,,,,,,서울효제초등학교,B100002400,서울특별시 종로구 효제동 255-4번지,공립,단설,18951115,서울특별시교육청,https://hyoje.sen.es.kr/,20230531,11.2,16.1,117.0,92.0,20230531,3.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,27.0,32.0,33.0,49.0,40.0,1.0,6.0,12.0,209.0,2.0,2.0,0.0,0.0,20230531,11.0,110.0,0.0,0.0,20230531,직영,3855.0,262.0,329585000.0,37.57268437,127.0029296,1111016200,서울시,19.8,17.4,종로구,16.7,14.8,6.0
