,no,case_number,property_type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image
568,569,2021-224(1),아파트,서울특별시,광진구,광장동,148-4,101동,3.0,312,,서울특별시 광진구 광장동 148-4외 1필지 워커힐푸르지오 제101동 제3층 제312호,2022-01-17,100,배당종결,0,892000000,892000000,901000000,101,2,29.4,8.89,65.63,19.85,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/224/24670.jpg
569,570,2020-101929(1),아파트,서울특별시,서초구,서초동,1491-14,,4.0,402,,서울특별시 서초구 서초동 1491-14 상지리츠빌서초5차 제4층 제402호,2022-01-12,80,배당종결,1,1990000000,1592000000,1999999999,101,12,79.73,24.12,179.0,54.15,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/101929/149585.jpg
570,571,2020-6475(1),아파트,서울특별시,동작구,상도동,527,108동,13.0,1302,,서울특별시 동작구 상도동 527 브라운스톤 상도 제108동 제13층 제1302호,2022-01-11,100,배당종결,0,1210000000,1210000000,1277310000,106,4,45.74,13.84,84.84,25.66,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/6475/143085.jpg
571,572,2020-56918(1),아파트,서울특별시,마포구,공덕동,467,,15.0,1502,,서울특별시 마포구 공덕동 467 롯데캐슬프레지던트 제15층 제에이-1502호,2022-01-11,80,배당종결,1,2142000000,1713600000,2130000000,99,4,22.15,6.7,191.532,57.94,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/56918/46254_AUTO_428.jpg
572,573,2021-104846(1),아파트,서울특별시,금천구,독산동,1147,109동,21.0,2104,,서울특별시 금천구 독산동 1147 금천롯데캐슬골드파크1차 제109동 제21층 제2104호,2022-01-11,80,배당종결,1,1245000000,996000000,1082680000,87,5,38.9744,11.79,84.8114,25.66,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/104846/20886_AUTO_420.jpg
573,574,2020-3271(1),아파트,서울특별시,송파구,방이동,217,1동,4.0,401,대림아파트,서울특별시 송파구 방이동 217 대림아파트 제1동 제4층 제401호,2022-01-10,100,배당종결,0,1830000000,1830000000,2317799000,127,6,91.253,27.6,153.475,46.43,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/3271/213737.jpg
574,575,2020-106351(1),아파트,서울특별시,강남구,도곡동,467,,58.0,5806,,서울특별시 강남구 도곡동 467 타워팰리스 제비동 제58층 제5806호,2021-12-30,100,배당종결,0,2800000000,2800000000,3150000000,113,2,20.24,6.12,137.24,41.52,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/106351/14868_AUTO_21.jpg
575,576,2021-103614(1),아파트,서울특별시,강서구,화곡동,918-14,,7.0,702,도양라비앙아파트,서울특별시 강서구 화곡동 918-14 도양라비앙아파트 제7층 제702호,2021-12-22,80,배당종결,1,386000000,308800000,341750000,89,1,16.7336,5.06,56.03,16.95,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103614/151286.jpg
576,577,2020-7309(1),아파트,서울특별시,노원구,중계동,361-1,108동,2.0,206,롯데아파트,서울특별시 노원구 중계동 361-1 롯데아파트 제108동 제2층 제206호,2021-12-22,80,배당종결,1,1280000000,1024000000,1025000000,80,1,61.487,18.6,115.26,34.87,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/7309/108103.jpg
577,578,2020-111246(1),아파트,서울특별시,성북구,돈암동,609-1,208동,9.0,904,한진아파트,서울특별시 성북구 돈암동 609-1 한진아파트 제208동 제9층 제904호,2021-12-22,100,배당종결,0,768000000,768000000,893330000,116,8,35.36,10.7,84.87,25.67,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/111246/170085.jpg
578,579,2020-110121(1),아파트,서울특별시,동작구,사당동,105,205동,8.0,807,사당우성아파트,서울특별시 동작구 사당동 105외 1필지 사당우성아파트 제205동 제8층 제807호 ,2021-12-21,100,배당종결,0,1150000000,1150000000,1278900000,111,7,41.51,12.56,84.66,25.61,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/110121/146477.jpg
579,580,2021-51170(1),아파트,서울특별시,은평구,역촌동,36-14,,7.0,701,예청아파트,서울특별시 은평구 역촌동 36-14외 1필지 예청아파트 제7층 제701호,2021-12-21,80,배당종결,1,481000000,384800000,472500000,98,4,23.07,6.98,84.85,25.67,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/51170/34812_AUTO_509.jpg
580,581,2021-51798(1),아파트,서울특별시,서대문구,홍은동,455,115동,4.0,401,홍은벽산아파트,서울특별시 서대문구 홍은동 455 홍은벽산아파트 제115동 제4층 제401호,2021-12-21,80,배당종결,1,770000000,616000000,726999000,94,6,37.446,11.33,84.78,25.65,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/51798/98352.jpg
581,582,2021-101144(1),아파트,서울특별시,양천구,목동,961,203동,5.0,502,,서울특별시 양천구 목동 961외 1필지 목동현대 하이페리온2 제203동 제5층 제502호,2021-12-21,80,배당종결,1,408000000,326400000,326400000,80,1,5.06,1.53,26.67,8.07,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/101144/133131.jpg
582,583,2021-52058(1),아파트,서울특별시,성동구,금호동,2,102동,14.0,1404,,서울특별시 성동구 금호동2가 1 신금호파크자이 제102동 제14층 제1404호,2021-12-20,80,배당종결,1,1740000000,1392000000,1435999999,83,4,49.36,14.93,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/52058/415833.jpg
583,584,2021-50764(1),아파트,서울특별시,서대문구,남가좌동,345-4,,2.0,208,가재울백련아파트,서울특별시 서대문구 남가좌동 345-4 가재울백련아파트 제2층 제208호,2021-12-14,100,배당종결,0,311000000,311000000,324599000,104,1,27.95,8.45,59.27,17.93,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/50764/57239_AUTO_27.jpg
584,585,2021-52166(1),아파트,서울특별시,마포구,공덕동,30-10,,17.0,1703,,서울특별시 마포구 공덕동 30-10외 2필지 솔리스타 제17층 제1703호,2021-12-14,100,배당종결,0,360000000,360000000,381214000,106,1,6.09,1.84,28.59,8.65,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/52166/110239.jpg
585,586,2021-2544(1),아파트,서울특별시,금천구,가산동,141-2,,13.0,1312,,서울특별시 금천구 가산동 141-2외 6필지 가산양우내안애애플 제13층 제1312호,2021-12-08,80,배당종결,1,126000000,100800000,105000000,83,1,2.89,0.87,12.04,3.64,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/2544/108370.jpg
586,587,2020-110329(1),아파트,서울특별시,관악구,109동,12,,,1201,현대아파트,"서울특별시 관악구 관악로 304, 109동 12층1201호 (봉천동,현대아파트)",2021-12-07,100,배당종결,0,760000000,760000000,831104000,109,3,35.94,10.87,68.8,20.81,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/110329/30251_AUTO_140.jpg
587,588,2020-55205(1),아파트,서울특별시,마포구,상암동,1743,1206동,14.0,1403,,서울특별시 마포구 상암동 1743 상암월드컵파크12단지 제1206동 제14층 제1403호,2021-12-07,80,배당종결,1,566000000,452800000,521143916,92,4,51.725,15.65,57.36,17.35,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/55205/24530.jpg
588,589,2021-745(1),아파트,서울특별시,마포구,망원동,515,101동,6.0,605,한강월드컵아파트,서울특별시 마포구 망원동 515 한강월드컵아파트 제101동 제6층 제605호,2021-12-07,100,배당종결,0,311000000,311000000,460550500,148,7,20.41,6.17,39.03,11.81,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/745/61899.jpg
589,590,2020-101356(1),아파트,서울특별시,서초구,반포동,88-4,,2.0,202,,서울특별시 서초구 반포동 88-4 서래아르드빌 제2층 제202호,2021-11-25,64,배당종결,2,1860000000,1190400000,1242000000,67,1,86.73,26.24,200.4,60.62,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/101356/21310.jpg
590,591,2021-296(1),아파트,서울특별시,구로구,구로동,748-24,,4.0,402,,서울특별시 구로구 구로동 748-24외 4필지 은진빌라 제4층 제402호,2021-11-24,100,배당종결,0,177000000,177000000,233680000,132,3,15.2,4.6,48.96,14.81,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/296/179715.jpg
591,592,2021-103232(1),아파트,서울특별시,영등포구,양평동,1,101동,12.0,1207,삼환아파트,서울특별시 영등포구 양평동1가 245 삼환아파트 제101동 제12층 제1207호,2021-11-24,100,배당종결,0,686000000,686000000,756200000,110,1,28.8,8.71,59.76,18.08,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103232/191577.jpg
592,593,2020-7798(1),아파트,서울특별시,노원구,공릉동,725,113동,3.0,304,풍림아파트,서울특별시 노원구 공릉동 725외 2필지 풍림아파트 제113동 제3층 제304호,2021-11-23,100,배당종결,0,790000000,790000000,794610000,101,2,40.622,12.29,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/7798/103852.jpg
593,594,2020-3254(1),아파트,서울특별시,동작구,상도동,418,101동,9.0,906,,서울특별시 동작구 상도동 418 쌍용스윗닷홈 제101동 제9층 제906호,2021-11-17,100,배당종결,0,736000000,736000000,896799990,122,8,38.427,11.62,59.578,18.02,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/3254/7238.jpg
594,595,2020-111601(1),아파트,서울특별시,구로구,구로동,791-19,,4.0,402,,서울특별시 구로구 구로동 791-19외 2필지 한신빌라 제4층 제402호,2021-11-17,100,배당종결,0,128000000,128000000,186109000,145,5,11.2,3.39,33.48,10.13,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/111601/138708.jpg
595,596,2020-113553(1),아파트,서울특별시,강서구,화곡동,474-1,,2.0,208,미주아파트,서울특별시 강서구 화곡동 474-1 미주아파트 제2층 제208호,2021-11-17,80,매각,1,180000000,144000000,187100000,104,4,36.33,10.99,48.3,14.61,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/113553/37022.jpg
596,597,2021-1947(1),아파트,서울특별시,구로구,구로동,1269,105동,22.0,2207,구로중앙하이츠아파트,서울특별시 구로구 구로동 1269 구로중앙하이츠아파트 제105동 제22층 제2207호,2021-11-17,100,배당종결,0,800000000,800000000,896510000,112,1,31.4472,9.51,82.3019,24.9,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/1947/142964.jpg
597,598,2020-5488(1),아파트,서울특별시,노원구,중계동,581,201동,3.0,304,성원2차아파트,서울특별시 노원구 중계동 581 성원2차아파트 제201동 제3층 제304호 ,2021-11-17,100,배당종결,0,235000000,235000000,269999000,115,2,14.62,4.42,42.39,12.82,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5488/101087.jpg
598,599,2020-106030(1),아파트,서울특별시,관악구,봉천동,1721,103동,3.0,302,,서울특별시 관악구 봉천동 1721외 1필지 브라운스톤관악 제103동 제3층 제302호,2021-11-16,100,배당종결,0,803000000,803000000,970007000,121,4,46.35,14.02,84.41,25.53,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/106030/59316.jpg
599,600,2021-51149(1),아파트,서울특별시,은평구,응암동,761,304동,4.0,401,,서울특별시 은평구 응암동 761 백련산힐스테이트3차 제304동 제4층 제401호,2021-11-16,80,배당종결,1,1020000000,816000000,921990000,90,4,49.92,15.1,84.59,25.59,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/51149/25445.jpg
600,601,2021-1381(1),아파트,서울특별시,구로구,구로동,1259,208동,9.0,901,구일우성아파트,서울특별시 구로구 구로동 1259 구일우성아파트 제208동 제9층 제901호,2021-11-16,100,배당종결,0,864000000,864000000,950919191,110,1,36.819,11.14,114.47,34.63,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/1381/145372.jpg
601,602,2021-1381(2),아파트,서울특별시,구로구,구로동,685-70,204동,3.0,302,현대연예인아파트,서울특별시 구로구 구로동 685-70외 4필지 현대연예인아파트 제204동 제3층 제302호,2021-11-16,100,배당종결,0,621000000,621000000,686363000,111,3,38.094,11.52,74.66,22.58,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/1381/34339_AUTO_439.jpg
602,603,2021-100769(1),아파트,서울특별시,양천구,제403동,15,,,1501,목동센트럴아이파크위브4단지,"서울특별시 양천구 남부순환로83길 47, 제403동 제15층 제1501호 (신월동, 목동센트럴아이파크위브4단지)",2021-11-16,100,배당종결,0,1310000000,1310000000,1310910000,100,1,39.7623,12.03,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/100769/133156.jpg
603,604,2021-145(1),아파트,서울특별시,도봉구,창동,45,110동,19.0,1903,삼성아파트,서울특별시 도봉구 창동 45 삼성아파트 제110동 제19층 제1903호,2021-11-16,100,배당종결,0,862000000,862000000,921999999,107,2,40.55,12.27,84.87,25.67,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/145/98490.jpg
604,605,2021-149(1),아파트,서울특별시,성동구,행당동,380,102동,6.0,601,,서울특별시 성동구 행당동 380 서울숲리버뷰자이 제102동 제6층 제601호,2021-11-15,100,배당종결,0,1740000000,1740000000,1796570000,103,1,38.7469,11.72,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/149/417691.jpg
605,606,2021-729(1),아파트,서울특별시,송파구,잠실동,320,106동,14.0,1402,우성아파트,서울특별시 송파구 잠실동 320 우성아파트 제106동 제14층 제1402호,2021-11-15,100,배당종결,0,1623000000,1623000000,2159000000,133,4,53.26,16.11,95.84,28.99,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/729/414485.jpg
606,607,2021-50304(1),아파트,서울특별시,성동구,성수동,1,,32.0,3201,,서울특별시 성동구 성수동1가 685-696 갤러리아포레 제32층 제102-3201호,2021-11-15,100,배당종결,0,1930000000,1930000000,1956000000,101,1,18.2906,5.53,97.6,29.52,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/50304/47694_AUTO_536.jpg
607,608,2020-55203(1),아파트,서울특별시,송파구,가락동,140,203동,24.0,2411,가락쌍용아파트,서울특별시 송파구 가락동 140 가락쌍용아파트 제203동 제24층 제2411호,2021-11-08,100,배당종결,0,1530000000,1530000000,1551000000,101,1,29.788,9.01,84.69,25.62,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/55203/59087_AUTO_738.jpg
608,609,2021-103119(1),아파트,서울특별시,강서구,방화동,863,203동,2.0,204,마곡현대아파트,서울특별시 강서구 방화동 863외 1필지 마곡현대아파트 제203동 제2층 제204호,2021-11-03,100,배당종결,0,750000000,750000000,848387950,113,3,38.8,11.74,114.3,34.58,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103119/116663.jpg
609,610,2021-100793(1),아파트,서울특별시,도봉구,쌍문동,56,110동,8.0,803,삼익세라믹아파트,서울특별시 도봉구 쌍문동 56 삼익세라믹아파트 제110동 제8층 제803호,2021-11-03,100,배당종결,0,353000000,353000000,423899900,120,6,23.45,7.09,42.93,12.99,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/100793/98045.jpg
610,611,2021-100861(1),아파트,서울특별시,노원구,하계동,271-3,1동,1.0,108,극동아파트,서울특별시 노원구 하계동 271-3 극동아파트 제1동 제1층 제108호,2021-11-03,100,배당종결,0,61000000,61000000,65000000,107,2,3.81,1.15,7.96,2.41,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/100861/97804.jpg
611,612,2020-4078(1),아파트,서울특별시,마포구,신공덕동,172,104동,5.0,501,,서울특별시 마포구 신공덕동 172 펜트라우스 제104동 제5층 제501호,2021-11-02,100,배당종결,0,1206000000,1206000000,1411000000,117,5,21.376,6.47,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/4078/69474.jpg
612,613,2020-54691(1),아파트,서울특별시,마포구,아현동,732,101동,5.0,503,,서울특별시 마포구 아현동 732 삼환나띠르빌 제101동 제5층 제503호,2021-11-02,80,배당종결,1,964000000,771200000,771308000,80,1,47.228,14.29,84.9,25.68,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/54691/25267.jpg
613,614,2021-941(1),아파트,서울특별시,성동구,하왕십리동,1058,103동,5.0,502,,서울특별시 성동구 하왕십리동 1058 극동미라주 제103동 제5층 제502호,2021-11-01,80,배당종결,1,1063000000,850400000,941799999,89,3,29.59,8.95,84.33,25.51,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2021/941/33384_AUTO_13.jpg
614,615,2021-1220(1),아파트,서울특별시,금천구,시흥동,1013,511동,17.0,1703,벽산아파트,서울특별시 금천구 시흥동 1013 벽산아파트 제511동 제17층 제1703호,2021-10-28,80,배당종결,1,750000000,600000000,723007007,96,5,47.81,14.46,114.84,34.74,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/1220/63846.jpg
615,616,2020-103078(1),아파트,서울특별시,강북구,미아동,1353,130동,9.0,901,에스케이북한산시티아파트,서울특별시 강북구 미아동 1353 에스케이북한산시티아파트 제130동 제9층 제901호,2021-10-19,100,배당종결,0,510000000,510000000,718990000,141,6,26.72,8.08,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/103078/281405.jpg
616,617,2018-4714(1),아파트,서울특별시,송파구,오금동,43,39동,5.0,501,현대아파트,서울특별시 송파구 오금동 43외 1필지 현대아파트 제39동 제5층 제501호,2021-10-18,100,배당종결,0,1450000000,1450000000,2310200000,159,28,102.13,30.89,170.32,51.52,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2018/4714/33198_AUTO_454.jpg
