,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2_x,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,full_address_road,road_name_x,main_building_no,sub_building_no,postcode,latitude,longitude,apartment_name,building_m2_y,construction_year,contract_price,contract_year,contract_month,contract_date,contract_type,contract_date_full,date_difference
902,2021-931(1),아파트,2022-07-05,100,배당종결,0,2790000000,2790000000,3151900000,113,3,96.95,29.33,172.27,52.11,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/931/45225_AUTO_13.jpg,서울 서초구 방배동 849-30,1165010100,1165062100,서울,서초구,방배동,849,30,103동,10.0,1004,서울 서초구 방배로26길 41,방배로26길,41,,06586,37.4901805010864,126.994801611495,방배롯데캐슬로제,172.27,2009.0,3800000000,2022,7,15,중개거래,2022-07-15,-10 days
903,2021-5772(1),아파트,2022-07-05,80,배당종결,1,3380000000,2704000000,3114800488,92,3,80.66,24.4,193.03,58.39,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5772/153487.jpg,서울 영등포구 여의도동 42,1156011000,1156054000,서울,영등포구,여의도동,42,,에이치동,3.0,307,서울 영등포구 국제금융로 79,국제금융로,79,,07340,37.5214748650509,126.932503484941,한양,109.42,1975.0,1990000000,2023,6,7,중개거래,2023-06-07,-337 days
904,2021-5772(1),아파트,2022-07-05,80,배당종결,1,3380000000,2704000000,3114800488,92,3,80.66,24.4,193.03,58.39,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5772/153487.jpg,서울 영등포구 여의도동 42,1156011000,1156054000,서울,영등포구,여의도동,42,,에이치동,3.0,307,서울 영등포구 국제금융로 79,국제금융로,79,,07340,37.5214748650509,126.932503484941,한양,193.03,1975.0,2980000000,2023,7,19,중개거래,2023-07-19,-379 days
905,2021-5772(1),아파트,2022-07-05,80,배당종결,1,3380000000,2704000000,3114800488,92,3,80.66,24.4,193.03,58.39,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5772/153487.jpg,서울 영등포구 여의도동 42,1156011000,1156054000,서울,영등포구,여의도동,42,,에이치동,3.0,307,서울 영등포구 국제금융로 79,국제금융로,79,,07340,37.5214748650509,126.932503484941,한양,192.73,1975.0,2410000000,2020,12,3,,2020-12-03,579 days
906,2021-5772(1),아파트,2022-07-05,80,배당종결,1,3380000000,2704000000,3114800488,92,3,80.66,24.4,193.03,58.39,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5772/153487.jpg,서울 영등포구 여의도동 42,1156011000,1156054000,서울,영등포구,여의도동,42,,에이치동,3.0,307,서울 영등포구 국제금융로 79,국제금융로,79,,07340,37.5214748650509,126.932503484941,한양,105.72,1975.0,1670000000,2021,1,28,,2021-01-28,523 days
907,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,114.93,2000.0,1010000000,2022,9,24,중개거래,2022-09-24,-88 days
908,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,59.93,2000.0,820000000,2022,9,24,중개거래,2022-09-24,-88 days
909,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,59.59,2000.0,650000000,2023,2,23,중개거래,2023-02-23,-240 days
910,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,59.93,2000.0,680000000,2023,5,25,중개거래,2023-05-25,-331 days
911,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,59.59,2000.0,600000000,2023,7,15,중개거래,2023-07-15,-382 days
912,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,84.9,2000.0,1020000000,2021,8,26,,2021-08-26,306 days
913,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,59.93,2000.0,790000000,2022,2,25,중개거래,2022-02-25,123 days
914,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,59.97,2000.0,780000000,2020,9,9,,2020-09-09,657 days
915,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1190000000,952000000,967700000,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2.0,204,서울 서대문구 증가로 191,증가로,191,,03686,37.5777836266316,126.916529880454,DMC래미안클라시스,84.9,2000.0,920000000,2020,12,10,,2020-12-10,565 days
916,2021-113215(1),아파트,2022-06-23,100,배당종결,0,72400000,72400000,72580000,100,1,2.877,0.87,6.063,1.83,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/113215/154519.jpg,서울 구로구 고척동 334,1153010600,1153072000,서울,구로구,고척동,334,,203동,18.0,1802,서울 구로구 경인로 390,경인로,390,,08275,37.4957004752141,126.864395031441,벽산,84.878,2003.0,960000000,2021,5,26,,2021-05-26,393 days
917,2021-105835(1),아파트,2022-06-21,100,배당종결,0,476000000,476000000,540550000,114,8,39.1684,11.85,83.1891,25.16,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/105835/145008.jpg,서울 중랑구 면목동 1524,1126010100,1126057500,서울,중랑구,면목동,1524,,1동,2.0,201,서울 중랑구 용마산로84길 9-15,용마산로84길,9,15,02193,37.5861356560392,127.095585242002,온세솔내움,69.6946,2004.0,600000000,2021,12,11,중개거래,2021-12-11,192 days
918,2021-104337(1),아파트,2022-06-15,80,배당종결,1,850000000,680000000,765000000,90,2,13.87,4.2,84.91,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104337/35666.jpg,서울 성북구 하월곡동 229,1129013600,1129068500,서울,성북구,하월곡동,229,,,6.0,607,서울 성북구 동소문로 284,동소문로,284,,02734,37.6054034845828,127.027338308577,길음서희스타힐스,66.61,2011.0,700000000,2021,2,6,,2021-02-06,494 days
919,2021-2710(1),아파트,2022-06-14,80,배당종결,1,712000000,569600000,600000000,84,2,20.63,6.24,68.03,20.58,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2710/12499.jpg,서울 마포구 서교동 487,1144012000,1144066000,서울,마포구,서교동,487,,,12.0,1314,서울 마포구 월드컵북로5나길 18,월드컵북로5나길,18,,04002,37.5573711251344,126.916789419776,대우미래사랑,68.03,2005.0,650000000,2021,8,9,,2021-08-09,309 days
920,2021-2710(1),아파트,2022-06-14,80,배당종결,1,712000000,569600000,600000000,84,2,20.63,6.24,68.03,20.58,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2710/12499.jpg,서울 마포구 서교동 487,1144012000,1144066000,서울,마포구,서교동,487,,,12.0,1314,서울 마포구 월드컵북로5나길 18,월드컵북로5나길,18,,04002,37.5573711251344,126.916789419776,대우미래사랑,33.8,2005.0,300000000,2022,4,23,중개거래,2022-04-23,52 days
921,2021-2710(1),아파트,2022-06-14,80,배당종결,1,712000000,569600000,600000000,84,2,20.63,6.24,68.03,20.58,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2710/12499.jpg,서울 마포구 서교동 487,1144012000,1144066000,서울,마포구,서교동,487,,,12.0,1314,서울 마포구 월드컵북로5나길 18,월드컵북로5나길,18,,04002,37.5573711251344,126.916789419776,대우미래사랑,43.68,2005.0,400000000,2020,11,25,,2020-11-25,566 days
922,2021-2710(1),아파트,2022-06-14,80,배당종결,1,712000000,569600000,600000000,84,2,20.63,6.24,68.03,20.58,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2710/12499.jpg,서울 마포구 서교동 487,1144012000,1144066000,서울,마포구,서교동,487,,,12.0,1314,서울 마포구 월드컵북로5나길 18,월드컵북로5나길,18,,04002,37.5573711251344,126.916789419776,대우미래사랑,43.68,2005.0,430000000,2021,4,2,,2021-04-02,438 days
923,2021-52104(1),아파트,2022-06-14,80,배당종결,1,1420000000,1136000000,1361500000,96,5,29.59,8.95,84.4,25.53,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52104/45636_AUTO_176.jpg,서울 마포구 신정동 30,1144011700,1144063000,서울,마포구,신정동,30,,104동,11.0,1103,서울 마포구 창전로 26,창전로,26,,04093,37.5439771831853,126.931098399949,서강GS,59.98,1999.0,920000000,2023,4,15,중개거래,2023-04-15,-305 days
924,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,84.951,2003.0,670000000,2023,5,19,중개거래,2023-05-19,-339 days
925,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,114.18,2003.0,1000000000,2021,9,7,,2021-09-07,280 days
926,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,114.18,2003.0,1030000000,2021,9,11,,2021-09-11,276 days
927,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,114.18,2003.0,900000000,2021,12,25,직거래,2021-12-25,171 days
928,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,114.18,2003.0,900000000,2020,11,12,,2020-11-12,579 days
929,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,114.18,2003.0,900000000,2020,11,12,,2020-11-12,579 days
930,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,84.951,2003.0,900000000,2021,5,7,,2021-05-07,403 days
931,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1060000000,848000000,884000000,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14.0,1403,서울 은평구 은평터널로 65,은평터널로,65,,03491,37.5868443421612,126.900022355271,e편한세상 수색 에코포레,84.951,2003.0,920000000,2021,7,6,,2021-07-06,343 days
932,2021-110551(1),아파트,2022-06-14,80,배당종결,1,141000000,112800000,122210000,87,2,6.2186,1.88,15.076,4.56,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110551/14548.jpg,서울 영등포구 영등포동1가 145,1156010200,1156053500,서울,영등포구,영등포동1가,145,,,6.0,611,서울 영등포구 경인로114길 62,경인로114길,62,,07308,37.5171997077237,126.91271935471,내이처해밀,14.89,2012.0,120000000,2023,2,10,직거래,2023-02-10,-241 days
933,2021-110551(1),아파트,2022-06-14,80,배당종결,1,141000000,112800000,122210000,87,2,6.2186,1.88,15.076,4.56,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110551/14548.jpg,서울 영등포구 영등포동1가 145,1156010200,1156053500,서울,영등포구,영등포동1가,145,,,6.0,611,서울 영등포구 경인로114길 62,경인로114길,62,,07308,37.5171997077237,126.91271935471,내이처해밀,14.89,2012.0,120000000,2022,2,9,중개거래,2022-02-09,125 days
934,2021-110551(1),아파트,2022-06-14,80,배당종결,1,141000000,112800000,122210000,87,2,6.2186,1.88,15.076,4.56,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110551/14548.jpg,서울 영등포구 영등포동1가 145,1156010200,1156053500,서울,영등포구,영등포동1가,145,,,6.0,611,서울 영등포구 경인로114길 62,경인로114길,62,,07308,37.5171997077237,126.91271935471,내이처해밀,14.89,2012.0,110000000,2021,5,17,,2021-05-17,393 days
935,2021-102201(1),아파트,2022-06-07,80,배당종결,1,716000000,572800000,685000000,96,4,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102201/14079.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,120동,6.0,604,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,470000000,2023,7,8,중개거래,2023-07-08,-396 days
936,2021-102201(1),아파트,2022-06-07,80,배당종결,1,716000000,572800000,685000000,96,4,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102201/14079.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,120동,6.0,604,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,600000000,2021,12,28,중개거래,2021-12-28,161 days
937,2021-102201(1),아파트,2022-06-07,80,배당종결,1,716000000,572800000,685000000,96,4,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102201/14079.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,120동,6.0,604,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,570000000,2020,9,13,,2020-09-13,632 days
938,2021-102201(1),아파트,2022-06-07,80,배당종결,1,716000000,572800000,685000000,96,4,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102201/14079.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,120동,6.0,604,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,570000000,2021,1,25,,2021-01-25,498 days
939,2021-103723(1),아파트,2022-06-07,100,배당종결,0,453000000,453000000,513000000,113,7,35.47,10.73,53.96,16.32,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103723/27554_AUTO_219.jpg,서울 노원구 상계동 135,1135010500,1135067000,서울,노원구,상계동,135,,2동,13.0,1301,서울 노원구 한글비석로46가길 16,한글비석로46가길,16,,01653,37.6660836140376,127.068667494845,한신1차,53.96,1987.0,590000000,2021,8,23,,2021-08-23,288 days
940,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,84.984,2009.0,3100000000,2023,4,3,중개거래,2023-04-03,-305 days
941,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,84.943,2009.0,3100000000,2023,5,27,중개거래,2023-05-27,-359 days
942,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,165.446,2009.0,5600000000,2023,7,1,중개거래,2023-07-01,-394 days
943,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,244.972,2009.0,7280000000,2021,11,18,중개거래,2021-11-18,196 days
944,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,84.998,2009.0,3500000000,2022,2,22,중개거래,2022-02-22,100 days
945,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,84.998,2009.0,2700000000,2020,10,27,,2020-10-27,583 days
946,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,84.984,2009.0,2860000000,2020,12,17,,2020-12-17,532 days
947,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,84.943,2009.0,2950000000,2021,2,3,,2021-02-03,484 days
948,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4876000000,4876000000,6900111100,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22.0,2201,서울 서초구 신반포로 270,신반포로,270,,06544,37.5063518132638,127.011034636758,반포자이,59.98,2009.0,2430000000,2021,5,31,,2021-05-31,367 days
949,2021-100008(1),아파트,2022-05-31,80,배당종결,1,613000000,490400000,636600000,104,12,15.2761,4.62,35.74,10.81,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100008/59444.jpg,서울 강남구 청담동 60,1168010400,1168056500,서울,강남구,청담동,60,,107동,4.0,401,서울 강남구 도산대로96길 39,도산대로96길,39,,06070,37.5224202022399,127.050536317213,삼성청담공원아파트,107.22,1999.0,2350000000,2022,4,20,중개거래,2022-04-20,41 days
950,2021-106616(1),아파트,2022-05-31,80,배당종결,1,885000000,708000000,758540200,86,1,35.216,10.65,114.24,34.56,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106616/125539.jpg,서울 노원구 상계동 1285,1135010500,1135066500,서울,노원구,상계동,1285,,102동,5.0,508,서울 노원구 덕릉로 780,덕릉로,780,,01647,37.6669567609885,127.079688357716,동아불암,84.9,1999.0,700000000,2021,9,14,,2021-09-14,259 days
951,2021-106616(1),아파트,2022-05-31,80,배당종결,1,885000000,708000000,758540200,86,1,35.216,10.65,114.24,34.56,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106616/125539.jpg,서울 노원구 상계동 1285,1135010500,1135066500,서울,노원구,상계동,1285,,102동,5.0,508,서울 노원구 덕릉로 780,덕릉로,780,,01647,37.6669567609885,127.079688357716,동아불암,59.4,1999.0,500000000,2021,2,16,,2021-02-16,469 days
952,2021-51826(1),아파트,2022-05-30,80,배당종결,1,1400000000,1120000000,1288880000,92,5,49.18,14.88,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/51826/20570_AUTO_175.jpg,서울 강동구 천호동 568,1174010900,1174061000,서울,강동구,천호동,568,,102동,6.0,602,서울 강동구 올림픽로89길 57,올림픽로89길,57,,05243,37.5483347041107,127.12333487935,강변그대가리버뷰,84.93,2007.0,970000000,2023,6,20,중개거래,2023-06-20,-386 days
953,2021-109667(1),아파트,2022-05-25,80,배당종결,1,611000000,488800000,605999999,99,6,36.23,10.96,84.03,25.42,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109667/167384.jpg,서울 강서구 내발산동 686-1,1150010600,1150061100,서울,강서구,내발산동,686,1,,1.0,102,서울 강서구 강서로47길 80,강서로47길,80,,07633,37.5533067656633,126.831780032578,보람,84.03,2001.0,600000000,2021,4,29,,2021-04-29,391 days
954,2020-52952(1),아파트,2022-05-02,80,배당종결,1,2500000000,2000000000,2399999000,96,11,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52952/08727_AUTO_221.jpg,서울 송파구 잠실동 22,1171010100,1171067000,서울,송파구,잠실동,22,,215동,17.0,1704,서울 송파구 올림픽로 135,올림픽로,135,,05502,37.5127510583527,127.088417185047,리센츠,124.22,2008.0,2950000000,2022,11,24,중개거래,2022-11-24,-206 days
955,2020-52952(1),아파트,2022-05-02,80,배당종결,1,2500000000,2000000000,2399999000,96,11,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52952/08727_AUTO_221.jpg,서울 송파구 잠실동 22,1171010100,1171067000,서울,송파구,잠실동,22,,215동,17.0,1704,서울 송파구 올림픽로 135,올림픽로,135,,05502,37.5127510583527,127.088417185047,리센츠,84.99,2008.0,2050000000,2022,12,1,중개거래,2022-12-01,-213 days
956,2020-52952(1),아파트,2022-05-02,80,배당종결,1,2500000000,2000000000,2399999000,96,11,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52952/08727_AUTO_221.jpg,서울 송파구 잠실동 22,1171010100,1171067000,서울,송파구,잠실동,22,,215동,17.0,1704,서울 송파구 올림픽로 135,올림픽로,135,,05502,37.5127510583527,127.088417185047,리센츠,84.99,2008.0,2030000000,2023,2,23,중개거래,2023-02-23,-297 days
957,2020-52952(1),아파트,2022-05-02,80,배당종결,1,2500000000,2000000000,2399999000,96,11,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52952/08727_AUTO_221.jpg,서울 송파구 잠실동 22,1171010100,1171067000,서울,송파구,잠실동,22,,215동,17.0,1704,서울 송파구 올림픽로 135,올림픽로,135,,05502,37.5127510583527,127.088417185047,리센츠,84.99,2008.0,2650000000,2022,4,27,중개거래,2022-04-27,5 days
958,2020-52952(1),아파트,2022-05-02,80,배당종결,1,2500000000,2000000000,2399999000,96,11,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52952/08727_AUTO_221.jpg,서울 송파구 잠실동 22,1171010100,1171067000,서울,송파구,잠실동,22,,215동,17.0,1704,서울 송파구 올림픽로 135,올림픽로,135,,05502,37.5127510583527,127.088417185047,리센츠,84.99,2008.0,2200000000,2020,11,2,,2020-11-02,546 days
